doc_name,query,qa
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q13,"Q13기허가된 단일제로 복합제를 개발한 경우 ,그 효능·효과는 두 단일제의 
{newline}효능·효과 각각에 대해 허가받을 수 있는지요 ?
{newline}v원칙적으로 복합제 (또는 병용 투여 )로 수행한 임상시험 (치료적확증 임상시험 
{newline}등)을 통해 복합제의 안전성과 유효성이 입증된 효능·효과만에 대해 허가받을 
{newline}수 있습니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q14,"Q14기허가 단일제로 복합제를 개발한 경우 ,일차요법으로 허가받을 수 있나요 ?
{newline}v복합제 개개 주성분들의 작용기전 ,임상적으로 권장되는 치료법 등을 고려하여 
{newline}일차요법으로의 복합제 개발 타당성이 먼저 입증되어야 하며 ,임상시험 설계시 ,
{newline}신청 적응증 ,대상환자군의 선정기준 ,윤리상의 문제 등을 충분히 고려해야 
{newline}합니다 .
{newline}v목표 치료효과에 도달하기 위해 초기부터 복합제 투여가 필요한 환자를 
{newline}대상으로 치료적확증 임상시험을 수행하여 안전성과 유효성이 입증된 경우에 
{newline}가능합니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q17,"Q17저함량 제제 신청시 복합제와의 생체이용률 비교시험자료로서 대체할 수 
{newline}있는 자료는 무엇인가요 ?
{newline}v조성이 다른 여러 함량 복합제를 신청하는 경우 ,고함량 복합제에 대해 생체
{newline}이용률 비교시험을 수행하고 고함량 제제와 주성분 및 첨가제의 원료약품및
{newline}그분량이 유사한 저함량의 제제의 경우 비교용출시험자료를 제출할 수 있습
{newline}니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q18,"Q18기허가된 단일제로 복합제를 개발한 경우 ,각 단일제의 용법·용량 범위 내에서 
{newline}임의대로 유효성분의 조성 (배합비율 )을 배합하여 설정할 수 있는지요 ?
{newline}v복합제는 임상시험자료 등 근거자료를 통하여 병용 투여 및 그 조성 (배합비율 )의 
{newline}타당성이 우선적으로 입증되어야 합니다 .치료적확증 임상시험 이외에 복합제 
{newline}유효성분 간의 상호작용을 평가하기 위한 임상약리시험이 요구될 수 있으며 ,
{newline}용법용량 및 조성 (배합비율 )에 대한 타당한 근거자료로서 치료적탐색 임상시험이 
{newline}요구될 수 있습니다 .
{newline}v치료적확증 임상시험에서 복합제의 용법용량 ,투여방법 등 설정을 위한 근거
{newline}자료로서 임상약리시험자료 ,치료적탐색 임상시험자료 ,문헌 등이 이용될 수 
{newline}있습니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q20,"Q20기허가된 단일제와 복합제의 용법용량이 상이한 경우 (예 :단일제의 용법
{newline}용량이 서로 상이하여 한 성분을 서방화하는 경우 ),허가에 필요한 시험이 
{newline}무엇인지요 ?
{newline}v복합제 투여에 대한 안전성‧
{newline}유효성 시험 및 기허가된 단일제와 복합제의 용법
{newline}용량이 상이하게 설정된 해당 주성분의 새로운 용법용량에 대한 안전성‧
{newline}유효성 
{newline}시험을 추가로 실시하여야 합니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q21,"Q21치료적확증 임상시험시 반드시 단일제 대비 복합제 (또는 병용 투여 )간의 
{newline}안전성‧
{newline}유효성 비교자료가 필요한가요 ?기허가된 유사계열 복합제와의 
{newline}비교임상자료도 가능한가요 ?
{newline}v단일제 대비 복합제 비교를 위한 치료적확증 임상시험을 통하여 개발목적에 
{newline}따라 유효성 ,안전성 및 복약순응도의 개선을 입증하는 것이 원칙이나 ,적응증 ,
{newline}표준요법 등을고려하여 개별 사안에 따라 가능여부에 대한 판단이 필요합니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q22,"Q222개 이상 약물을 병용하여 적절히 조절되는 환자에서의 전환을 위한 복합제에  
{newline}대한 개발 타당성 검토시 고려하여야 할 사항은 무엇인가요 ?
{newline}v2개 이상 약물을 병용하여 적절히 조절되는 환자에서의 전환을 위한 복합제의 
{newline}경우에도 개개 주성분의 작용기전 ,약동학 외에 약리학적 및 임상적 관점에서 
{newline}복합제 조성의 타당성을 입증하여야 합니다 .병용처방률이 높다는 사실만으로는 
{newline}복합제 개발의 필요성을 입증할 수 없으며 ,두 질환의 관련성이나 증상의 발현 
{newline}기간과 강도 등을 고려하여 임상에서의 유익성과 위해성을 평가하여야 합니다 .
{newline}ü예를 들어 ,동반 질환에 사용하는 두 약물의 투여 기간이 상이하거나 두 약물을 
{newline}병용하는 환자가 해당 질환자 중 극소수로 제한되는 경우에는 복합제 개발에 
{newline}대한 재검토가 필요합니다 .
{newline}ü또한 ,복합제를 사용하는 경우 단일제 병용투여에 비하여 용량 적정이나 이상
{newline}반응의 원인 규명이 어려운 점 등 복합제 개발의 위해성도 함께 고려하도록 합니다 .
{newline}ü특히 ,고혈압 치료제와 발기부전 치료제 (PDE5저해제 ),고혈압 치료제와 당뇨 
{newline}치료제 ,이상지질혈증 치료제 (스타틴 )와 당뇨 치료제의 복합제 등 하나의 약물이 
{newline}다른 질환의 치료에 간섭을 나타내어 안전성 및 유효성에 영향을 미칠 가능성이 
{newline}있는 경우,유익성 -위해성을 고려한 복합제 개발 타당성을 면밀히 검토하여야 합니다 .
{newline}"
붙임1_「복합제+임상시험+가이드라인」+(민원인안내서)+개정+(1).txt,q23,"Q23안전성 개선 목적의 복합제로서 ‘아스피린․라베프라졸 복합제 ’개발 시 
{newline}임상시험 제출자료 범위는 무엇인가요 ?
{newline}v혈전 생성억제 등을 위한 저용량 아스피린 투여 시에 발생할 수 있는 부작용인 위․
{newline}십이지장 궤양 예방 목적으로 ‘아스피린 ․라베프라졸 복합제’ 개발 시 임상시험 
{newline}자료로서 ▴병용투여에 대한 약물상호작용 자료, ▴복합제에 대한 생체이용률 자료 
{newline}및 ▴복합제 투여시 안전성․유효성 비교 자료가 제출되어야 합니다.
{newline}ü복합제의 안전성․유효성 비교자료는 단일제 (아스피린 )투여 대비 복합제 투여시 
{newline}중대하거나 흔하게 발생하는 부작용의 감소 효과 (위십이지장 궤양 예방 )에 
{newline}대해 임상적 ,통계적으로 유의함을 입증해야 하고 ,아스피린의 주 치료 효과
{newline}(혈전 생성 억제 )에대해 동등 이상임을 입증하여야 합니다 .
{newline}ü아스피린의 주 치료 효과가 동등 이상임을 입증하는 자료로서 ▴아스피린 
{newline}및 복합제의 약동학 및 약력학 비교 평가 (혈소판 응집능 및 TXB2감소 포함 )
{newline}임상시험 자료 ,▴복합제의 궤양 발생 위험감소에 대한 임상시험 자료 (장기
{newline}투여 임상자료 포함 )등으로 제출할 수 있습니다 .
{newline}<임상시험 제출자료 범위 >
{newline}아스피린 ․라베프라졸 복합제
{newline}제출자료1) 약동학적 /약력학적 상호작용 임상시험 (1상)
{newline}  * 약력학적 평가변수 : 혈소판 응집능 (aspirin reaction unit) 및 TXB2 감소
{newline}2) 복합제의 생체이용률시험 (1상)
{newline}3) 저용량 아스피린 투여 환자를 대상으로 궤양 발생위험 
{newline}감소에  대한 안전성 ·유효성 평가자료 (최소 6개월)
{newline}4) 장기 투여 경험 등 안전성 자료“복합제 임상시험 가이드라인 ”
{newline}발 행 일
{newline}발 행 인
{newline}편 집 위 원 장
{newline}편 집 위 원
{newline}발 행 처2022년 6월
{newline}서 경 원
{newline}박 윤 주
{newline}의약품심사부 순환신경계약품과
{newline}식품의약품안전평가원 의약품심사"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q1,"질문 1
{newline}이 안내서는 모든 알츠하이머형 치매 치료 복합제 개발 시 적용가능한가요 ?
{newline}이 안내서의 적용 범위는 알츠하이머형 치매 치료제 중 도네페질염산염과 메만틴
{newline}염산염을 복합제로 개발할 때에만 적용되며 ,다른 복합제를 개발 시에는 우리원에 
{newline}상담을 통해 진행하시기 바랍니다 .
{newline}진료 환경에서 두 성분이 병용되고 있어 제약사들에서 개발 필요성은 제기되고는 
{newline}있으나 ,메만틴염산염 20mg의 1일 1회 용법의 유효성 근거 미확보 및 두 성분의  
{newline}병용요법으로서의 타당성 미비로 복합제 개발에 어려움이 있을 것으로 예상되었습니다 .
{newline}따라서 ,동 안내서는 두 성분의 복합제 개발 시 개발 방향 및 자료 제출 범위를 제시
{newline}하여 제약사의 개발 상 어려움을 최소화하고자 마련하였습니다 .
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q2,"질문 2
{newline}복합제 개발에 사용된 치료적 확증 임상시험자료를 메만틴염산염 20mg의 1일 1회
{newline}용법 허가를 받기 위한 자료로 사용가능한지요 ?
{newline}질문 1의 답변과 같이 해당 개발방향 안내는 복합제 개발 시에 국한되며 ,메만틴염
{newline}산염 20mg의 1일 1회 용법을 허가받기 위해서는 신청사항의 타당성 여부를 별도로 
{newline}심사할 예정입니다 .
{newline}II. 안전성 ·유효성 자료 제출 범위
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q3,"질문 3
{newline}도네페질염산염과 메만틴염산염을 복합제로 개발할 때 안전성 ·유효성 관련 자료
{newline}는어떻게 되나요 ?
{newline}도네페질염산염과 메만틴염산염을 복합제로 개발 시 2가지 개발방향이 있으며 ,
{newline}각 개발 방향에 따른 구체적인 안전성 ·유효성 관련 제출자료는 다음과 같습니다 .
{newline}개발방향 1 개발방향 2
{newline}제출자료도네페질염산염 속방 /
{newline}메만틴염산염 20mg상당 서방도네페질염산염 속방 /
{newline}메만틴염산염 20mg속방
{newline}반복투여독성시험자료 (3개월 이상) o o
{newline}약물상호작용시험자료 o o
{newline}생물학적동등성시험자료 o o(반복 )
{newline}식이영향시험자료 o x
{newline}치료적 확증 임상시험자료 o o
{newline}유의사항메만틴염산염 10mg 1일 2회 
{newline}속방과 20mg상당 1일 1회 
{newline}서방의 약동학 패턴이 다를 
{newline}경우 용량 탐색시험 필요함메만틴염산염 20mg 1일 1회
{newline}용법이 유효성 미확보되어 
{newline}복합제 치료적 확증 임상시험의 
{newline}실패 위험성 있음
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q4,"질문 4
{newline}1일 1회 용법의 도네페질염산염 /메만틴염산염 복합제를 개발할 때 현재 1일 2회 
{newline}용법만 있는 메만틴염산염 단일제에 대한 용법·용량 입증자료가 별도로 필요한지요 ?
{newline}복합제와 병용투여의 생물학적 동등 또는 유사 양상이 확인되고 ,복합제의 치료적 
{newline}확증 임상시험에서 안전성 ·유효성을 입증한 경우에는 메만틴염산염 단일제에 대한 
{newline}용법·용량 입증 자료가 별도로 요구되지 않습니다 .
{newline}*국외 복합제 개발 사례
{newline}-(미국)도네페질염산염10mg속방/메만틴염산염28mg서방,1일1회투여
{newline}-(유럽)도네페질염산염10mg속방/메만틴염산염20mg속방,1일1회투여
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q5,"질문 5
{newline}용량적정 단계에 사용되는 저함량 개발 시 필요한 안전성 ·유효성 심사 자료는 ?
{newline}임상시험에 사용된 복합제와 주성분 및 첨가제의 원료약품 및 그 분량이 유사
{newline}한 저함량의 제제는 비교용출시험자료를 제출하시면 됩니다 .
{newline}자료의 제출 시기는 해당 함량을 치료적 확증 임상시험에서 적정 시 사용하는 
{newline}경우에는 치료적 확증 임상시험 신청 단계에서 ,치료적 확증 임상시험에서 적정을 
{newline}병용투여하여 실시한 경우에는 허가신청 시 제출하시면 됩니다 .
{newline}참고자료 1 ｢
{newline}의약품의 품목허가 ·신고·심사 규정 ｣
{newline}(식약처 고시 )
{newline}[별표 1]의약품의 종류 및 제출자료의 범위 中주4.
{newline}환자의 복약순응도를 높일 목적으로 이미 허가된 용법·용량의 범위내에서 단위제형당 주
{newline}성분의 함량을 증감하여 허가받고자 하는 품목 (서방성제제 등 제형의 특수성이 인정되는 
{newline}제제 중 방출기전이 동일하지 않은 제제 제외 )중 분말주사제는 4,5및 6의 자료를 면제
{newline}할 수 있으며 ,경구용 정제 및 캡슐제는 주성분과 첨가제의 원료약품의 분량이 비율적으로 
{newline}유사한 경우에 한하여 ｢
{newline}의약품의 동등성시험 기준｣
{newline}(식품의약품안전처 고시 )에 따른 비교용
{newline}출시험자료로 4,5,6의 자료를 갈음할 수 있고 ,주성분과 첨가제의 원료의약품의 분량이 
{newline}유사하지 않은 경우는 ‘생물학적 동등성시험기준 ’에 따른 생물학적동등성시험자료 혹은 비
{newline}교임상시험성적에 관한 자료로 4,5및 6의 자료를 갈음할 수 있다 .다만 ,기허가품목보다 
{newline}고함량 제제인 경우는 치료용량 범위내에서 유효성분의 선형 소실 약물동태가 입증되고 
{newline}유효성분의 특성을 고려할 때 제제의 안전성이 인정되는 경우에 한한다 .
{newline}참고자료 2 ｢
{newline}복합제 임상시험 가이드라인 ｣
{newline}(2018.11. 식약처 발간 )
{newline}6.2.복합제에 대한 생체이용률 자료
{newline}여러 함량 복합제 (multi-strength fixed dose combination) 를 신청하는 경우 ,하나의 함량에 대
{newline}해 동 임상시험을 수행하고 ,주성분 및 첨가제의 원료약품 및 그 분량이 유사한 다른 함량 
{newline}제제에 대해 비교용출시험자료를 제출할 수 있다 .
{newline}동 임상시험에서 적용된 품목보다 고함량 제제를 개발하고자 하는 경우는 치료 용량 범위 
{newline}내에서 유효성분의 선형 소실 약물동태 (linear elimination kinetics) 가 입증되고 주성분의 
{newline}특성을 고려할 때 제제의 안전성이 인정되는 경우에 한하여 비교용출시험자료를 제출할 
{newline}수 있다 .임상적으로 유의한 약동학적 약물상호작용이 있는 복합제의 경우 ,복합제 (또는 
{newline}병용 )투여시 개개 주성분의선형 소실 약물동태 입증이 필요할 수 있다 .
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q6,"질문 6
{newline}두 성분의 병용투여가 다빈도로 처방된다면 ,치료적 확증 임상시험자료 없이 
{newline}복합제와 병용투여의 생물학적 동등성시험 자료로 허가 가능한지요 ?
{newline}복합제 개발시의 임상시험자료를 병용투여와의 생물학적 동등성시험으로 가능한 
{newline}경우는 각 성분의 허가사항에 해당 병용투여가 명시된 경우에만 가능함을 알려드
{newline}립니다 .
{newline}참고자료 ｢
{newline}복합제 임상시험 가이드라인 ｣
{newline}(2018.11. 식약처 발간 )
{newline}6.4.3.2.병용 투여의 대체요법
{newline}개개 주성분 단일제의 허가사항에 병용요법이 기재되어 있는 경우 (단,병용시 구체적 용법‧
{newline}용량이 임상시험자료를 통해 명확히 확립되어야 함)치료적확증 임상시험은 면제될 수 있다 .
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q7,"질문 7
{newline}복합제 개발의 순서를 치료적 확증 임상시험자료부터 진행해도 가능한지요 ?
{newline}용법·용량 설정에 영향을 미칠 수 있는 약물상호작용시험 및 식이영향평가는 치
{newline}료적 확증 임상시험 전에 우선적으로 실시하는 것이 적절할 것으로 사료됩니다 .
{newline}생물학적 동등성시험은 치료적 확증임상시험자료와 동시 진행 가능하나 ,그 결
{newline}과에 따라 진행 중인 치료적 확증 임상시험의 설계 또는 시험약의 변경의 위험부
{newline}담이 있을 수 있음을 알려드립니다 .
{newline}III. 약물상호작용시험 및 생물학적 동등성시험
{newline}"
알츠하이머형+치매+치료+복합제+개발+관련+질의·응답집.txt,q8,"질문 8
{newline}메만틴염산염이 도네페질염산염에 대한 영향여부가 확인된 문헌이 있는 경우 약
{newline}물상호작용시험의 면제가 가능한지요 ?
{newline}적절한 방법에 따라 실시된 문헌자료가 있는 경우에는 약물상호작용시험을 반
{newline}드시 수행할 필요는 없습니다 .
{newline}참고자료 ｢
{newline}복합제 임상시험 가이드라인｣
{newline}(2018.11. 식약처 발간 )
{newline}Q9단일제 허가사항에 “건강한 젊은 피험자를 대상으로 한 단회 투여 약동학연구에서 
{newline}A와 B와의 약물상호작용은 나타나지 않았다 .”라는 것으로 약물상호작용을 진행하
{newline}지 않아도 되는지요 ?
{newline}v복합제의 개별 성분 간에 약물상호작용이 근거 문헌이나 개개 단일제 허가사항에서 
{newline}구체적인 투여용량 ,시험결과 등을 통해 약물상호작용시험을 적절히 평가할 수 있고 ,
{newline}그 결과가 타당한 경우에는 별도의 약물상호작용시험을 반드시 수행할 필요는 없습니다 .
{newline}"
