doc_name,query,num_answer,answer
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q12 임상시험용의약품의 추가 표시사항 부착
 임상시험용의약품의 추가 표시사항을 부착할 수 있는 제조소 기준은?
",2,"['○ 임상시험을 승인 받은 자는 임상시험용의약품 표시기재 관련 약사법령(「약사법」제\n 34조제3항제2호,「의약품 등의 안전에 관한 규칙」제30조제1항제9호 및 별표4의2\n 제8.4호,「의약품 제조 및 품질관리에 관한 규정」별표11 제7.7호)을 준수하여야 합니다.\n', '○ 사용(유효)기한의 변경이 필요한 경우에 추가 표시사항 부착은 동 규정 [별표11] 제\n 7.7호아목에 따라 적절한 제조소에서 실시되어야 하나, 정당한 사유가 있을 경우 실시\n 기관에서 관리약사가 실시할 수 있습니다.\n - 또한, \'21.4월 우리처에서 안내드린 ‘임상시험용의약품 표시기재 관리 방법 안내’에\n 따라 시판의약품을 임상시험용의약품으로 사용하는 경우 ""임상시험 목적으로만\n 사용가능하다는 표시""를 추가로 부착하고자 하는 경우에는 임상시험실시기관 관리\n 약사가 실시할 수 있습니다.\n - 아울러, 실시기관에서 상기의 추가 표시사항 부착작업을 수행하는 경우 의뢰자는 실\n 시기관이 적절히 업무를 수행 및 기록하도록 이중점검 등 문서화된 절차와 서식을 제공\n 하고 실시기관은 제공된 절차와 서식에 따라 적절히 수행하고 문서화하여야 합니다\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q13 관리약사 이외의 자의 임상시험용 의약품 관리
 관리약사 이외의 자의 임상시험용 의약품 관리
",1,"['○ 「의약품 등의 안전에 관한 규칙」 [별표 4] 제5호나목7)에 따라 임상시험실시기관의 장은\n 임상시험용 의약품의 적정한 관리를 위하여 해당 임상시험실시기관의 약사 중에서 관리\n 약사를 지정하여 임상시험용 의약품을 엄격히 관리하도록 규정되어 있으므로 원칙적으로\n 관리약사가 임상시험용의약품을 관리해야 합니다.\n - 다만, 임상시험의 특성에 따른 시험책임자의 요청을 받은 경우 심사위원회의 의견을 들어\n 시험책임자 또는 시험담당자로 하여금 임상시험용 의약품을 관리하게 할 수 있습니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q14 임상시험용의약품 보관 방법
 임상시험용 의약품 보관시설(캐비넷, 냉장고, 냉동고 등)에 반드시 잠금장치를 하여야
 하는지
",1,"['○ 임상시험용 의약품은 관리약사에 의해 관리되어야 하며, 관리약사 외의 다른 사람의\n 접근이 제한되는 것이 바람직합니다. 만약, 관리약사만 출입 가능한 보관 장소에\n 임상시험용의약품을 보관하고 있다면 냉장고, 냉동고 등 보관시설에 추가적인 잠금\n 장치를 설치하지 않아도 됩니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q15 반납된 임상시험용 의약품 관리 및 폐기
 임상시험 대상자로부터 반납받은 임상시험용 의약품의 관리
",2,"['○ 임상시험 대상자로부터 반납받은 임상시험용 의약품을 폐기하고자 하는 경우라면,\n 보관 온도 기록 관리는 필요하지 아니할 것으로 사료되나, 분실 등의 방지를 위하여\n 관리약사 외의 다른 사람의 접근이 제한되는 것이 바람직하여, 보관 상태에 대하여\n 관리약사가 주기적으로 관리하여야 합니다.\n', '○ 「의약품 등의 안전에 관한 규칙」 [별표 4] 제8호거목4)에 따라 임상시험 의뢰자는 임상\n 시험실시기관으로부터 반납받은 임상시험용 의약품을 폐기하고, 반납 및 폐기에 관\n 한 기록을 작성‧보관하여야 합니다.\n - 참고로, 폐기에 대한 객관적 근거자료 확보를 위하여 폐기사진을 찍을 것을 권장하고\n 있으며, 폐기 담당업체의 확인서, 폐기사진 등을 확보하여 실태조사 시 요청이 있는\n 경우 제공할 수 있도록 하는 것이 바람직합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q16 임상시험의약품 중 대조약 관리
 대조약의 경우 임상시험용 의약품 관리 기록을 하여야 하는지
",1,"['○ 대조약도 임상시험용 의약품이므로, 시험기관의 장이 지정한 관리약사는 대조약에\n 대하여 인수, 재고 관리, 대상자별 투약, 반납 등의 업무를 수행하고, 관련 사항을\n 문서화하여 이들 기록에 대한 추적이 가능하도록 하여야 합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q17 사용(유효)기간 변경
 임상시험용의약품의 ‘사용(유효)기간’을 변경하고자 하는 경우
",3,"['○ 임상시험용의약품의 사용기간을 임상시험계획 승인 받은 기간 보다 연장하고자 하는\n 경우, 「의약품 등의 안전에 관한 규칙」 제24조제4항제3호라목에 따라 식약처장의\n 변경승인을 받아야 합니다.\n', '○ 참고로 사용기간 연장을 적용하고자 할 때에는 「의약품 임상시험 계획 승인에 관한\n 규정」(식약처 고시) [별표 2] “임상시험용의약품 품질문서 작성방법”에 따른 사용\n 기간 연장안 및 안정성시험 이행서약 등을 제출하여 변경승인 받을 수 있으며,\n - 사용기간은 「의약품등의 안정성시험기준」[별표 3]을 준용하여 실온 보관 의약품의\n 경우 6개월간의 가속시험에서 동 규정 제3조제5항에 의한 유의성 있는 변화가\n 없으며, 장기보존시험자료에서 시간에 따른 변화 또는 변동이 없다면 장기보존 시험\n 기간에 12개월을 더한 기간을 넘지 않는 범위 내에서 장기보존 시험기간의 2배\n 기간까지 신청 가능합니다.\n', '○ 다만, 사용기간 변경이 없이 안정성 시험자료가 업데이트되는 경우에는 임상시험계획\n 변경승인이 불필요합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q18 비임상 시료의 제조 및 품질관리기준
 임상시험계획승인신청 준비 중인 비임상시료의 제조와 관련하여 제조 및 품질관리기
 준에 적합하게 생산되었음을 증명하는 자료를 제출하여야 하는지?
",1,"['○ 비임상시험을 위한 시료(시험물질)가 의약품 제조 및 품질관리기준(gmp)에 맞게 제\n 조되어야 하도록 규정하고 있지는 않으나,\n - 임상시험계획 승인 신청 시에는 「의약품 등의 안전에 관한 규칙」 제24조, 「의약품\n 임상시험 계획 승인에 관한 규정」(식약처 고시)제5조제4항 및 같은 고시 [별표 2]\n 또는[별표3] 품질문서 작성방법에 따라 비임상시험 시 사용된 배치의 제조공정과\n 차이가 있을 경우 문서화하며, 생물의약품의 경우 비임상시험에 사용된 시험물질과\n 임상시험용의약품 간의 비교동등성 평가결과를 제출하여야 합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q19 임상시험용의약품의 제조 및 품질관리기준
 임상시험을 실시하기 위해 의약품을 제조할 때 사용되는 원료의약품과 완제의약품은
 이미 gmp 적합판정서를 보유한 제조원에서 생산해야 하는지?
",2,"['○ 임상시험용의약품(완제 및 원료의약품을 포함)은 「약사법」 제31조제6항에 따른 제\n 조업허가 또는「의약품등의 안전에 관한 규칙」 제48조의2에 따른 제조 및 품질관\n 리 적합판정서를 받지 않아도 제조 가능합니다.\n', '○ 다만, 「의약품 등의 안전에 관한 규칙」 제24조 및 제30조에 따라 임상시험용의약\n 품(완제 및 원료의약품을 포함)은 [별표1], [별표3], [별표4의2] 등 의약품 제조 및\n 품질관리기준(gmp)에 적합하게 제조되어야 하며,\n - 임상시험계획 승인신청 시 임상시험용의약품이 상기 제조 및 품질관리기준(gmp)\n 에 적합하게 제조되었음을 증명하는 서류 또는 자료(「의약품 등의 안전에 관한\n 규칙」 제24조제1항3호)를 제출하여야 하고,\n - 이 자료는「의약품 임상시험 계획 승인에 관한 규정」(식약처고시) 제5조에 따라 제\n 조 및 품질관리 적합판정서 등으로 갈음 될 수 있습니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q20 세포치료제 임상시험용의약품 제조업허가
 의약품 관련 제조업을 보유하지 않은 업체가 세포치료제(첨단바이오의약품) 임상시험용
 의약품을 제조하기 위해 제조업허가가 필요한지
",1,"['○ 「약사법」제34조에 따른 임상시험용의약품의 경우 같은 법 제31조제6항에 따라 제\n 조업허가를 받지 않아도 제조 가능합니다.\n ※ 단, 제조 및 품질관리기준(gmp)에 맞게 제조되어야 함\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q21 제조 및 품질에 관한 자료 허여서
 타사 의약품으로 임상시험을 하기 위해 품질 자료 사용 허여서를 제출하여 임상시험
 계획 승인을 받은 경우, 추후 변경승인 사항도 지속적으로 갈음될 수 있는지
",1,"['○ 임상시험계획승인 신청 시 기존 임상시험을 승인받은 자(의뢰자) 또는 의약품 품목\n 허가를 받은 자로부터 자료 사용 허여를 통해 제출자료를 갈음할 수 있으며,\n - 자료 사용 허여서에 “추후 변경이 있는 경우 변경 내용 포함”이라고 기재되어 있다면,\n 임상시험용의약품 품질문서(impd) 변경 시 허여서를 update 하지 않고 동 허여서를\n 제출하면 인정 가능합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q22 임상시험용의약품 안정성시험
 임상시험용의약품 제조 및 품질관리기준 제출자료와 관련하여 안정성시험 제조단위는
 3개 배치에 대해 수행하여야 하는지
",1,"['○ 「의약품 등의 안전에 관한 규칙」 [별표 4의2] 9.3 안정성 시험 가목에 따라, 안정성\n 시험은 자체 수립한 계획 또는 규칙 제24조제1항에 따라 식약처장에게 제출한 안\n 정성 시험계획에 따라 실시하여야 하고,\n - 같은 항 나목에 따라 임상시험용의약품은 1개 이상의 제조단위에 대하여 장기보존\n 시험 등을 하여야 합니다.\n 4 임상시험용 의약품 표시기재 및 포장\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q23 사용(유효)기한 변경 시 표시기재 방법
 임상시험용의약품 사용(유효)기한 변경 시 표시기재 방법은?
",1,"['○ 「의약품 제조 및 품질관리에 관한 규정」(식약처 고시) [별표 11] 제7.7호 사목에\n 따라 사용(유효)기한의 변경이 필요한 경우 추가로 표시할 수 있으며, 추가로 표시\n 하고자 하는 경우 새로운 사용(유효)기한 및 최초의 배치번호를 동일하게 표시하\n 되 품질관리를 위해 최초의 배치번호 위에는 표시하지 않도록 해야 합니다.\n - 추가 표시사항 부착 작업은 의약품 제조 및 품질관리 원칙과 표준작업지침서(sop)\n 에 따라 적절한 교육훈련을 받은 직원이 수행하되, 다른 직원이 2차 확인을 실시\n 하여야 하며, 제조기록서에 적절하게 문서화 하고,\n - 실수를 방지하기 위해 다른 활동으로부터 구획되거나 분리된 구역에서 수행 하며,\n 작업 시작 및 종료 시 이전의 제조단위 표시자재를 제거하고, 수량을 확인하여야\n 하며, 수량 확인 시 불일치사항이 발견되는 경우 출하 승인 전 조사 및 규명될 수\n 있도록 조치하시기 바랍니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q24 1차 포장 표시기재 항목 면제 범위
 1차 포장에 표시기재가 어려운 경우, 2차 포장에만 표시기재 가능한지?
",2,"['○ 임상시험의뢰자는 「약사법」제34조, 「의약품 등의 안전에 관한 규칙」 제30조제1항\n 제9호 및 같은 규칙 [별표1], [별표3], [별표3의2], [별표3의3], [별표3의4] 및 [별표\n 4의2], 「의약품 제조 및 품질관리에 관한 규정」(식약처 고시) [별표 11]을 준수하여\n 임상시험용의약품을 제조하고 사용하여야 합니다.\n', '○ 따라서, 상기 고시 [별표 11] 제7.7호 마목에 따라 1차 포장의 기재면적이 좁아 가목\n 에서 정하고 있는 항목(임상시험용의약품의 명칭, 배치번호, 의뢰자 명칭, 주소 및 전\n 화번호, 사용(유효)기한, 보관조건 등) 전부를 기재하는 것이 어려운 경우라면 일부\n 기재항목 생략이 가능하며, 이 경우 2차 포장에는 모든 항목을 기재하여야 합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q25 표시기재 항목 중 주 연락처의 주소, 전화번호
 임상시험용의약품 표시기재 항목 중 주 연락처의 주소, 전화번호는 의뢰자의 연락처로
 기재해야 하는지?
",2,"['○ 「의약품 제조 및 품질관리에 관한 규정」(식약처 고시) [별표 11] 제7.7호 나목에\n 따라 임상시험용의약품 표시기재에서 임상시험대상자에게 임상시험용의약품, 임상\n 시험 또는 응급 눈가림 해제 관련 사항을 문의할 수 있는 주 연락처의 주소, 전화\n 번호 등을 포함한 별도의 인쇄물(예: 설명문 등) 또는 카드를 제공하는 경우에는\n 가목 4) 의뢰자의 주소, 전화번호를 생략할 수 있으며,\n', '○ “주 연락처”는 임상시험 대상자에게 임상시험용의약품, 임상시험 또는 응급 눈가림\n 해제 관련 사항을 문의할 수 있는 의뢰자(임상시험계획 승인을 받은 자)의 연락처를\n 기재하여야 합니다.\n']"
30. 2021+임상시험+관련+자주묻는+질의응답.txt,"q26 임상시험을 식별할 수 있는 참조 코드(reference code)
 임상시험용의약품 표시기재 항목 중 임상시험을 식별할 수 있는 참조 코드(reference
 code)는 임상시험 계획서 번호를 의미하는 지?
",1,"['○ 「의약품 제조 및 품질관리에 관한 규정」(식약처 고시) [별표 11] 제7.7호 가목8)에\n 따른 “임상시험을 식별할 수 있는 참조 코드(reference code)”는 일반적으로 임상\n 시험 계획서 번호를 기재하나, 임상시험을 식별하기 위해 의뢰자가 정한 코드로서\n 특별한 형식이 정해져 있는 것은 아닙니다.\n - 따라서, 임상시험 의뢰자는 임상시험용의약품 표시기재의 목적, 수행하고자 하는\n 임상시험의 특성이나 설계 등을 고려하여 참조 코드를 사용할 수 있으나, 임상시험\n 실시기관의 조제 과정에서 오·투약이나 혼동의 우려가 제기되지 않고, 추적성을\n 확보 가능하도록 표시 하여야 합니다.\n']"
